"","Country_Region","Confirmed","Deaths","Recovered","Date","Region"
"8972","Uganda",2928,30,1288,"08-30-2020","East"
"8973","Zambia",12025,287,11454,"08-30-2020","South"
"8974","Zimbabwe",6412,196,5061,"08-30-2020","West"
"8975","Algeria",44494,1510,31244,"08-31-2020","North"
"8976","Angola",2654,108,1071,"08-31-2020","South"
"8977","Benin",2145,40,1738,"08-31-2020","West"
"8978","Botswana",1633,6,224,"08-31-2020","South"
"8979","Burkina Faso",1368,55,1058,"08-31-2020","West"
"8980","Burundi",445,1,357,"08-31-2020","Central"
"8981","Cabo Verde",3884,40,2916,"08-31-2020","West"
"8982","Cameroon",19142,411,17651,"08-31-2020","Central"
"8983","Central African Republic",4711,62,1790,"08-31-2020","Central"
"8984","Chad",1013,77,880,"08-31-2020","Central"
"8985","Comoros",423,7,399,"08-31-2020","East"
"8986","Congo (Brazzaville)",3979,78,1742,"08-31-2020","Central"
"8987","Congo (Kinshasa)",10097,258,9133,"08-31-2020","Central"
"8988","Cote d'Ivoire",18067,117,16699,"08-31-2020","West"
"8989","Djibouti",5387,60,5323,"08-31-2020","East"
"8990","Egypt",98939,5421,72929,"08-31-2020","North"
"8991","Equatorial Guinea",4941,83,3884,"08-31-2020","Central"
"8992","Eritrea",319,0,284,"08-31-2020","East"
"8993","Eswatini",4577,91,3529,"08-31-2020","South"
"8994","Ethiopia",52131,809,18994,"08-31-2020","East"
"8995","Gabon",8533,53,7264,"08-31-2020","Central"
"8996","Gambia",2963,96,1032,"08-31-2020","West"
"8997","Ghana",44298,276,42963,"08-31-2020","West"
"8998","Guinea",9409,59,8447,"08-31-2020","West"
"8999","Guinea-Bissau",2205,34,1127,"08-31-2020","West"
"9000","Kenya",34201,577,19893,"08-31-2020","East"
"9001","Lesotho",1085,31,528,"08-31-2020","South"
"9002","Liberia",1304,82,872,"08-31-2020","West"
"9003","Libya",13966,237,1459,"08-31-2020","North"
"9004","Madagascar",14863,192,13832,"08-31-2020","East"
"9005","Malawi",5566,175,3160,"08-31-2020","South"
"9006","Mali",2776,126,2169,"08-31-2020","West"
"9007","Mauritania",7048,159,6464,"08-31-2020","North"
"9008","Mauritius",356,10,335,"08-31-2020","East"
"9009","Morocco",62590,1141,47595,"08-31-2020","North"
"9010","Mozambique",3916,23,2170,"08-31-2020","South"
"9011","Namibia",7550,75,3327,"08-31-2020","South"
"9012","Niger",1176,69,1088,"08-31-2020","West"
"9013","Nigeria",54008,1013,41638,"08-31-2020","West"
"9014","Rwanda",4063,16,2013,"08-31-2020","East"
"9015","Sao Tome and Principe",896,15,851,"08-31-2020","Central"
"9016","Senegal",13611,284,9439,"08-31-2020","West"
"9017","Seychelles",136,0,127,"08-31-2020","East"
"9018","Sierra Leone",2022,70,1594,"08-31-2020","West"
"9019","Somalia",3310,98,2481,"08-31-2020","East"
"9020","South Africa",627041,14149,540923,"08-31-2020","South"
"9021","South Sudan",2527,47,1290,"08-31-2020","East"
"9022","Sudan",13189,823,6612,"08-31-2020","East"
"9023","Tanzania",509,21,183,"08-31-2020","East"
"9024","Togo",1400,28,1005,"08-31-2020","West"
"9025","Tunisia",3803,77,1573,"08-31-2020","North"
"9026","Uganda",2972,32,1288,"08-31-2020","East"
"9027","Zambia",12097,288,11469,"08-31-2020","South"
"9028","Zimbabwe",6497,202,5221,"08-31-2020","West"
"9029","Algeria",44833,1518,31493,"09-01-2020","North"
"9030","Angola",2729,109,1084,"09-01-2020","South"
"9031","Benin",2145,40,1738,"09-01-2020","West"
"9032","Botswana",1724,6,493,"09-01-2020","South"
"9033","Burkina Faso",1370,55,1075,"09-01-2020","West"
"9034","Burundi",445,1,357,"09-01-2020","Central"
"9035","Cabo Verde",3970,40,3423,"09-01-2020","West"
"9036","Cameroon",19409,414,17651,"09-01-2020","Central"
"9037","Central African Republic",4711,62,1790,"09-01-2020","Central"
"9038","Chad",1017,77,884,"09-01-2020","Central"
"9039","Comoros",427,7,410,"09-01-2020","East"
"9040","Congo (Brazzaville)",3979,78,1742,"09-01-2020","Central"
"9041","Congo (Kinshasa)",10104,259,9322,"09-01-2020","Central"
"9042","Cote d'Ivoire",18103,117,16814,"09-01-2020","West"
"9043","Djibouti",5387,60,5327,"09-01-2020","East"
"9044","Egypt",99115,5440,73828,"09-01-2020","North"
"9045","Equatorial Guinea",4965,83,3884,"09-01-2020","Central"
"9046","Eritrea",319,0,284,"09-01-2020","East"
"9047","Eswatini",4618,94,3562,"09-01-2020","South"
"9048","Ethiopia",53304,828,19487,"09-01-2020","East"
"9049","Gabon",8533,53,7264,"09-01-2020","Central"
"9050","Gambia",3029,96,1032,"09-01-2020","West"
"9051","Ghana",44460,276,43121,"09-01-2020","West"
"9052","Guinea",9479,59,8527,"09-01-2020","West"
"9053","Guinea-Bissau",2205,34,1127,"09-01-2020","West"
"9054","Kenya",34315,577,20211,"09-01-2020","East"
"9055","Lesotho",1085,31,528,"09-01-2020","South"
"9056","Liberia",1305,82,1158,"09-01-2020","West"
"9057","Libya",14624,242,1676,"09-01-2020","North"
"9058","Madagascar",14957,195,13915,"09-01-2020","East"
"9059","Malawi",5576,175,3420,"09-01-2020","South"
"9060","Mali",2777,126,2178,"09-01-2020","West"
"9061","Mauritania",7075,159,6464,"09-01-2020","North"
"9062","Mauritius",356,10,335,"09-01-2020","East"
"9063","Morocco",63781,1184,48922,"09-01-2020","North"
"9064","Mozambique",4039,23,2170,"09-01-2020","South"
"9065","Namibia",7692,81,3379,"09-01-2020","South"
"9066","Niger",1176,69,1088,"09-01-2020","West"
"9067","Nigeria",54247,1023,42010,"09-01-2020","West"
"9068","Rwanda",4142,16,2044,"09-01-2020","East"
"9069","Sao Tome and Principe",896,15,853,"09-01-2020","Central"
"9070","Senegal",13655,284,9484,"09-01-2020","West"
"9071","Seychelles",136,0,127,"09-01-2020","East"
"9072","Sierra Leone",2028,71,1594,"09-01-2020","West"
"9073","Somalia",3310,98,2481,"09-01-2020","East"
"9074","South Africa",628259,14263,549993,"09-01-2020","South"
"9075","South Sudan",2527,47,1290,"09-01-2020","East"
"9076","Sudan",13189,823,6612,"09-01-2020","East"
"9077","Tanzania",509,21,183,"09-01-2020","East"
"9078","Togo",1416,28,1035,"09-01-2020","West"
"9079","Tunisia",3963,80,1624,"09-01-2020","North"
"9080","Uganda",3037,32,1489,"09-01-2020","East"
"9081","Zambia",12381,290,11479,"09-01-2020","South"
"9082","Zimbabwe",6559,203,5241,"09-01-2020","West"
"9083","Algeria",45158,1523,31746,"09-02-2020","North"
"9084","Angola",2777,112,1115,"09-02-2020","South"
"9085","Benin",2194,40,1738,"09-02-2020","West"
"9086","Botswana",1724,6,493,"09-02-2020","South"
"9087","Burkina Faso",1370,55,1075,"09-02-2020","West"
"9088","Burundi",448,1,357,"09-02-2020","Central"
"9089","Cabo Verde",4048,41,3460,"09-02-2020","West"
"9090","Cameroon",19460,415,17651,"09-02-2020","Central"
"9091","Central African Republic",4712,62,1803,"09-02-2020","Central"
"9092","Chad",1017,77,904,"09-02-2020","Central"
"9093","Comoros",427,7,410,"09-02-2020","East"
"9094","Congo (Brazzaville)",4628,102,1742,"09-02-2020","Central"
"9095","Congo (Kinshasa)",10114,259,9347,"09-02-2020","Central"
"9096","Cote d'Ivoire",18161,117,16933,"09-02-2020","West"
"9097","Djibouti",5387,60,5327,"09-02-2020","East"
"9098","Egypt",99280,5461,74626,"09-02-2020","North"
"9099","Equatorial Guinea",4965,83,4390,"09-02-2020","Central"
"9100","Eritrea",319,0,284,"09-02-2020","East"
"9101","Eswatini",4668,94,3585,"09-02-2020","South"
"9102","Ethiopia",54409,846,19903,"09-02-2020","East"
"9103","Gabon",8538,53,7335,"09-02-2020","Central"
"9104","Gambia",3067,97,1032,"09-02-2020","West"
"9105","Ghana",44658,276,43478,"09-02-2020","West"
"9106","Guinea",9479,59,8527,"09-02-2020","West"
"9107","Guinea-Bissau",2205,34,1127,"09-02-2020","West"
"9108","Kenya",34493,581,20211,"09-02-2020","East"
"9109","Lesotho",1085,31,528,"09-02-2020","South"
"9110","Liberia",1305,82,1162,"09-02-2020","West"
"9111","Libya",15156,250,1746,"09-02-2020","North"
"9112","Madagascar",15023,196,13965,"09-02-2020","East"
"9113","Malawi",5579,175,3500,"09-02-2020","South"
"9114","Mali",2802,126,2185,"09-02-2020","West"
"9115","Mauritania",7089,160,6548,"09-02-2020","North"
"9116","Mauritius",356,10,335,"09-02-2020","East"
"9117","Morocco",65453,1216,50357,"09-02-2020","North"
"9118","Mozambique",4117,25,2170,"09-02-2020","South"
"9119","Namibia",7844,82,3454,"09-02-2020","South"
"9120","Niger",1176,69,1088,"09-02-2020","West"
"9121","Nigeria",54463,1027,42439,"09-02-2020","West"
"9122","Rwanda",4218,17,2071,"09-02-2020","East"
"9123","Sao Tome and Principe",896,15,855,"09-02-2020","Central"
"9124","Senegal",13743,287,9506,"09-02-2020","West"
"9125","Seychelles",136,0,127,"09-02-2020","East"
"9126","Sierra Leone",2029,71,1600,"09-02-2020","West"
"9127","Somalia",3310,98,2481,"09-02-2020","East"
"9128","South Africa",630595,14389,553456,"09-02-2020","South"
"9129","South Sudan",2532,47,1290,"09-02-2020","East"
"9130","Sudan",13189,823,6612,"09-02-2020","East"
"9131","Tanzania",509,21,183,"09-02-2020","East"
"9132","Togo",1434,30,1055,"09-02-2020","West"
"9133","Tunisia",4196,81,1628,"09-02-2020","North"
"9134","Uganda",3112,32,1528,"09-02-2020","East"
"9135","Zambia",12415,292,11494,"09-02-2020","South"
"9136","Zimbabwe",6638,206,5250,"09-02-2020","West"
"9137","Algeria",45469,1529,32006,"09-03-2020","North"
"9138","Angola",2805,113,1144,"09-03-2020","South"
"9139","Benin",2194,40,1738,"09-03-2020","West"
"9140","Botswana",1724,6,493,"09-03-2020","South"
"9141","Burkina Faso",1375,55,1075,"09-03-2020","West"
"9142","Burundi",448,1,357,"09-03-2020","Central"
"9143","Cabo Verde",4125,41,3502,"09-03-2020","West"
"9144","Cameroon",19604,415,18448,"09-03-2020","Central"
"9145","Central African Republic",4729,62,1807,"09-03-2020","Central"
"9146","Chad",1018,77,908,"09-03-2020","Central"
"9147","Comoros",448,7,410,"09-03-2020","East"
"9148","Congo (Brazzaville)",4628,102,1742,"09-03-2020","Central"
"9149","Congo (Kinshasa)",10125,259,9367,"09-03-2020","Central"
"9150","Cote d'Ivoire",18208,119,17045,"09-03-2020","West"
"9151","Djibouti",5387,60,5327,"09-03-2020","East"
"9152","Egypt",99425,5479,75415,"09-03-2020","North"
"9153","Equatorial Guinea",4965,83,4390,"09-03-2020","Central"
"9154","Eritrea",330,0,295,"09-03-2020","East"
"9155","Eswatini",4720,94,3789,"09-03-2020","South"
"9156","Ethiopia",55213,856,20283,"09-03-2020","East"
"9157","Gabon",8538,53,7335,"09-03-2020","Central"
"9158","Gambia",3101,99,1075,"09-03-2020","West"
"9159","Ghana",44713,280,43577,"09-03-2020","West"
"9160","Guinea",9579,61,8726,"09-03-2020","West"
"9161","Guinea-Bissau",2205,34,1127,"09-03-2020","West"
"9162","Kenya",34705,585,20644,"09-03-2020","East"
"9163","Lesotho",1085,31,528,"09-03-2020","South"
"9164","Liberia",1306,82,1163,"09-03-2020","West"
"9165","Libya",15773,254,1856,"09-03-2020","North"
"9166","Madagascar",15106,197,14031,"09-03-2020","East"
"9167","Malawi",5593,175,3516,"09-03-2020","South"
"9168","Mali",2807,126,2203,"09-03-2020","West"
"9169","Mauritania",7106,160,6588,"09-03-2020","North"
"9170","Mauritius",356,10,335,"09-03-2020","East"
"9171","Morocco",66855,1253,51223,"09-03-2020","North"
"9172","Mozambique",4207,26,2370,"09-03-2020","South"
"9173","Namibia",8082,86,3483,"09-03-2020","South"
"9174","Niger",1177,69,1091,"09-03-2020","West"
"9175","Nigeria",54588,1048,42627,"09-03-2020","West"
"9176","Rwanda",4255,18,2163,"09-03-2020","East"
"9177","Sao Tome and Principe",897,15,857,"09-03-2020","Central"
"9178","Senegal",13826,287,9553,"09-03-2020","West"
"9179","Seychelles",136,0,127,"09-03-2020","East"
"9180","Sierra Leone",2035,71,1600,"09-03-2020","West"
"9181","Somalia",3310,98,2481,"09-03-2020","East"
"9182","South Africa",633015,14563,554887,"09-03-2020","South"
"9183","South Sudan",2533,47,1290,"09-03-2020","East"
"9184","Sudan",13189,823,6612,"09-03-2020","East"
"9185","Tanzania",509,21,183,"09-03-2020","East"
"9186","Togo",1443,31,1071,"09-03-2020","West"
"9187","Tunisia",4394,84,1681,"09-03-2020","North"
"9188","Uganda",3288,33,1532,"09-03-2020","East"
"9189","Zambia",12523,292,11562,"09-03-2020","South"
"9190","Zimbabwe",6678,206,5263,"09-03-2020","West"
"9191","Algeria",45773,1539,32259,"09-04-2020","North"
"9192","Angola",2876,115,1167,"09-04-2020","South"
"9193","Benin",2194,40,1738,"09-04-2020","West"
"9194","Botswana",2002,8,493,"09-04-2020","South"
"9195","Burkina Faso",1408,55,1098,"09-04-2020","West"
"9196","Burundi",451,1,357,"09-04-2020","Central"
"9197","Cabo Verde",4200,41,3562,"09-04-2020","West"
"9198","Cameroon",19604,415,18448,"09-04-2020","Central"
"9199","Central African Republic",4729,62,1818,"09-04-2020","Central"
"9200","Chad",1023,77,914,"09-04-2020","Central"
"9201","Comoros",448,7,410,"09-04-2020","East"
"9202","Congo (Brazzaville)",4628,102,1742,"09-04-2020","Central"
"9203","Congo (Kinshasa)",10149,259,9367,"09-04-2020","Central"
"9204","Cote d'Ivoire",18269,119,17162,"09-04-2020","West"
"9205","Djibouti",5387,60,5327,"09-04-2020","East"
"9206","Egypt",99582,5495,76305,"09-04-2020","North"
"9207","Equatorial Guinea",4972,83,4413,"09-04-2020","Central"
"9208","Eritrea",330,0,295,"09-04-2020","East"
"9209","Eswatini",4780,94,3844,"09-04-2020","South"
"9210","Ethiopia",56516,880,20612,"09-04-2020","East"
"9211","Gabon",8601,53,7424,"09-04-2020","Central"
"9212","Gambia",3120,99,1295,"09-04-2020","West"
"9213","Ghana",44777,283,43693,"09-04-2020","West"
"9214","Guinea",9649,61,8832,"09-04-2020","West"
"9215","Guinea-Bissau",2245,38,1127,"09-04-2020","West"
"9216","Kenya",34884,589,21059,"09-04-2020","East"
"9217","Lesotho",1148,31,528,"09-04-2020","South"
"9218","Liberia",1306,82,1163,"09-04-2020","West"
"9219","Libya",16445,262,1910,"09-04-2020","North"
"9220","Madagascar",15187,198,14075,"09-04-2020","East"
"9221","Malawi",5608,175,3533,"09-04-2020","South"
"9222","Mali",2814,126,2220,"09-04-2020","West"
"9223","Mauritania",7126,160,6623,"09-04-2020","North"
"9224","Mauritius",356,10,335,"09-04-2020","East"
"9225","Morocco",68605,1292,52483,"09-04-2020","North"
"9226","Mozambique",4265,26,2511,"09-04-2020","South"
"9227","Namibia",8323,87,3611,"09-04-2020","South"
"9228","Niger",1177,69,1091,"09-04-2020","West"
"9229","Nigeria",54743,1051,42816,"09-04-2020","West"
"9230","Rwanda",4304,18,2191,"09-04-2020","East"
"9231","Sao Tome and Principe",897,15,859,"09-04-2020","Central"
"9232","Senegal",13881,289,9723,"09-04-2020","West"
"9233","Seychelles",136,0,127,"09-04-2020","East"
"9234","Sierra Leone",2041,71,1602,"09-04-2020","West"
"9235","Somalia",3332,97,2696,"09-04-2020","East"
"9236","South Africa",635078,14678,557818,"09-04-2020","South"
"9237","South Sudan",2536,47,1290,"09-04-2020","East"
"9238","Sudan",13189,823,6612,"09-04-2020","East"
"9239","Tanzania",509,21,183,"09-04-2020","East"
"9240","Togo",1457,31,1079,"09-04-2020","West"
"9241","Tunisia",4542,87,1699,"09-04-2020","North"
"9242","Uganda",3353,35,1564,"09-04-2020","East"
"9243","Zambia",12639,292,11572,"09-04-2020","South"
"9244","Zimbabwe",6837,206,5345,"09-04-2020","West"
"9245","Algeria",46071,1549,32481,"09-05-2020","North"
"9246","Angola",2935,117,1192,"09-05-2020","South"
"9247","Benin",2213,40,1793,"09-05-2020","West"
"9248","Botswana",2002,8,493,"09-05-2020","South"
"9249","Burkina Faso",1408,55,1098,"09-05-2020","West"
"9250","Burundi",460,1,357,"09-05-2020","Central"
"9251","Cabo Verde",4275,42,3611,"09-05-2020","West"
"9252","Cameroon",19604,415,18448,"09-05-2020","Central"
"9253","Central African Republic",4729,62,1818,"09-05-2020","Central"
"9254","Chad",1034,77,914,"09-05-2020","Central"
"9255","Comoros",452,7,410,"09-05-2020","East"
"9256","Congo (Brazzaville)",4628,102,1742,"09-05-2020","Central"
"9257","Congo (Kinshasa)",10178,259,9420,"09-05-2020","Central"
"9258","Cote d'Ivoire",18472,119,17323,"09-05-2020","West"
"9259","Djibouti",5387,60,5327,"09-05-2020","East"
"9260","Egypt",99712,5511,77208,"09-05-2020","North"
"9261","Equatorial Guinea",4972,83,4413,"09-05-2020","Central"
"9262","Eritrea",330,0,295,"09-05-2020","East"
"9263","Eswatini",4819,94,3903,"09-05-2020","South"
"9264","Ethiopia",57466,897,20776,"09-05-2020","East"
"9265","Gabon",8601,53,7424,"09-05-2020","Central"
"9266","Gambia",3150,99,1315,"09-05-2020","West"
"9267","Ghana",44777,283,43693,"09-05-2020","West"
"9268","Guinea",9649,61,8832,"09-05-2020","West"
"9269","Guinea-Bissau",2245,38,1127,"09-05-2020","West"
"9270","Kenya",35020,594,21158,"09-05-2020","East"
"9271","Lesotho",1148,31,528,"09-05-2020","South"
"9272","Liberia",1306,82,1163,"09-05-2020","West"
"9273","Libya",17094,272,2025,"09-05-2020","North"
"9274","Madagascar",15269,199,14113,"09-05-2020","East"
"9275","Malawi",5611,175,3551,"09-05-2020","South"
"9276","Mali",2833,126,2233,"09-05-2020","West"
"9277","Mauritania",7134,160,6658,"09-05-2020","North"
"9278","Mauritius",356,10,335,"09-05-2020","East"
"9279","Morocco",70160,1329,53929,"09-05-2020","North"
"9280","Mozambique",4341,26,2579,"09-05-2020","South"
"9281","Namibia",8514,87,3643,"09-05-2020","South"
"9282","Niger",1177,69,1091,"09-05-2020","West"
"9283","Nigeria",54905,1054,42922,"09-05-2020","West"
"9284","Rwanda",4349,18,2199,"09-05-2020","East"
"9285","Sao Tome and Principe",898,15,859,"09-05-2020","Central"
"9286","Senegal",13948,290,9851,"09-05-2020","West"
"9287","Seychelles",136,0,127,"09-05-2020","East"
"9288","Sierra Leone",2041,71,1602,"09-05-2020","West"
"9289","Somalia",3332,97,2696,"09-05-2020","East"
"9290","South Africa",636884,14779,561204,"09-05-2020","South"
"9291","South Sudan",2544,48,1290,"09-05-2020","East"
"9292","Sudan",13407,832,6725,"09-05-2020","East"
"9293","Tanzania",509,21,183,"09-05-2020","East"
"9294","Togo",1477,32,1094,"09-05-2020","West"
"9295","Tunisia",4776,93,1701,"09-05-2020","North"
"9296","Uganda",3539,39,1564,"09-05-2020","East"
"9297","Zambia",12709,292,11668,"09-05-2020","South"
"9298","Zimbabwe",6837,206,5345,"09-05-2020","West"
"9299","Algeria",46364,1556,32745,"09-06-2020","North"
"9300","Angola",2965,117,1198,"09-06-2020","South"
"9301","Benin",2213,40,1793,"09-06-2020","West"
"9302","Botswana",2002,8,493,"09-06-2020","South"
"9303","Burkina Faso",1452,55,1103,"09-06-2020","West"
"9304","Burundi",462,1,357,"09-06-2020","Central"
"9305","Cabo Verde",4330,42,3628,"09-06-2020","West"
"9306","Cameroon",19604,415,18448,"09-06-2020","Central"
"9307","Central African Republic",4729,62,1818,"09-06-2020","Central"
"9308","Chad",1039,79,918,"09-06-2020","Central"
"9309","Comoros",452,7,410,"09-06-2020","East"
"9310","Congo (Brazzaville)",4628,102,1742,"09-06-2020","Central"
"9311","Congo (Kinshasa)",10210,260,9439,"09-06-2020","Central"
"9312","Cote d'Ivoire",18588,119,17472,"09-06-2020","West"
"9313","Djibouti",5388,61,5327,"09-06-2020","East"
"9314","Egypt",99863,5530,78108,"09-06-2020","North"
"9315","Equatorial Guinea",4972,83,4413,"09-06-2020","Central"
"9316","Eritrea",330,0,295,"09-06-2020","East"
"9317","Eswatini",4853,94,3951,"09-06-2020","South"
"9318","Ethiopia",58672,918,21307,"09-06-2020","East"
"9319","Gabon",8601,53,7424,"09-06-2020","Central"
"9320","Gambia",3197,99,1315,"09-06-2020","West"
"9321","Ghana",44777,283,43693,"09-06-2020","West"
"9322","Guinea",9798,61,8928,"09-06-2020","West"
"9323","Guinea-Bissau",2245,38,1127,"09-06-2020","West"
"9324","Kenya",35103,597,21230,"09-06-2020","East"
"9325","Lesotho",1148,31,528,"09-06-2020","South"
"9326","Liberia",1307,82,1182,"09-06-2020","West"
"9327","Libya",17749,285,2081,"09-06-2020","North"
"9328","Madagascar",15319,200,14139,"09-06-2020","East"
"9329","Malawi",5614,175,3551,"09-06-2020","South"
"9330","Mali",2842,127,2238,"09-06-2020","West"
"9331","Mauritania",7142,160,6669,"09-06-2020","North"
"9332","Mauritius",356,10,335,"09-06-2020","East"
"9333","Morocco",72394,1361,55274,"09-06-2020","North"
"9334","Mozambique",4444,27,2615,"09-06-2020","South"
"9335","Namibia",8685,89,3786,"09-06-2020","South"
"9336","Niger",1177,69,1091,"09-06-2020","West"
"9337","Nigeria",55005,1057,43013,"09-06-2020","West"
"9338","Rwanda",4374,19,2235,"09-06-2020","East"
"9339","Sao Tome and Principe",898,15,859,"09-06-2020","Central"
